filename,label
sample000.wav,country
sample001.wav,reggae
sample002.wav,rock
sample003.wav,disco
sample004.wav,pop
sample005.wav,blues
sample006.wav,jazz
sample007.wav,country
sample008.wav,country
sample009.wav,classical
sample010.wav,hiphop
sample011.wav,pop
sample012.wav,country
sample013.wav,pop
sample014.wav,hiphop
sample015.wav,disco
sample016.wav,reggae
sample017.wav,pop
sample018.wav,country
sample019.wav,classical
sample020.wav,jazz
sample021.wav,hiphop
sample022.wav,jazz
sample023.wav,jazz
sample024.wav,hiphop
sample025.wav,reggae
sample026.wav,hiphop
sample027.wav,classical
sample028.wav,rock
sample029.wav,rock
sample030.wav,disco
sample031.wav,hiphop
sample032.wav,blues
sample033.wav,jazz
sample034.wav,metal
sample035.wav,country
sample036.wav,blues
sample037.wav,hiphop
sample038.wav,jazz
sample039.wav,classical
sample040.wav,disco
sample041.wav,reggae
sample042.wav,classical
sample043.wav,classical
sample044.wav,classical
sample045.wav,blues
sample046.wav,hiphop
sample047.wav,disco
sample048.wav,rock
sample049.wav,blues
sample050.wav,classical
sample051.wav,metal
sample052.wav,country
sample053.wav,hiphop
sample054.wav,metal
sample055.wav,disco
sample056.wav,rock
sample057.wav,rock
sample058.wav,pop
sample059.wav,classical
sample060.wav,hiphop
sample061.wav,country
sample062.wav,pop
sample063.wav,classical
sample064.wav,classical
sample065.wav,classical
sample066.wav,disco
sample067.wav,jazz
sample068.wav,rock
sample069.wav,metal
sample070.wav,jazz
sample071.wav,disco
sample072.wav,hiphop
sample073.wav,reggae
sample074.wav,pop
sample075.wav,reggae
sample076.wav,metal
sample077.wav,blues
sample078.wav,jazz
sample079.wav,pop
sample080.wav,pop
sample081.wav,jazz
sample082.wav,rock
sample083.wav,jazz
sample084.wav,rock
sample085.wav,country
sample086.wav,metal
sample087.wav,rock
sample088.wav,metal
sample089.wav,rock
sample090.wav,reggae
sample091.wav,blues
sample092.wav,blues
sample093.wav,hiphop
sample094.wav,pop
sample095.wav,metal
sample096.wav,rock
sample097.wav,hiphop
sample098.wav,blues
sample099.wav,pop
sample100.wav,rock
sample101.wav,blues
sample102.wav,blues
sample103.wav,country
sample104.wav,jazz
sample105.wav,jazz
sample106.wav,disco
sample107.wav,rock
sample108.wav,blues
sample109.wav,pop
sample110.wav,blues
sample111.wav,jazz
sample112.wav,metal
sample113.wav,pop
sample114.wav,hiphop
sample115.wav,rock
sample116.wav,blues
sample117.wav,classical
sample118.wav,reggae
sample119.wav,rock
sample120.wav,jazz
sample121.wav,hiphop
sample122.wav,pop
sample123.wav,country
sample124.wav,reggae
sample125.wav,disco
sample126.wav,classical
sample127.wav,jazz
sample128.wav,disco
sample129.wav,blues
sample130.wav,jazz
sample131.wav,metal
sample132.wav,classical
sample133.wav,country
sample134.wav,pop
sample135.wav,country
sample136.wav,hiphop
sample137.wav,pop
sample138.wav,hiphop
sample139.wav,classical
sample140.wav,blues
sample141.wav,disco
sample142.wav,rock
sample143.wav,reggae
sample144.wav,pop
sample145.wav,classical
sample146.wav,blues
sample147.wav,jazz
sample148.wav,blues
sample149.wav,pop
sample150.wav,rock
sample151.wav,country
sample152.wav,disco
sample153.wav,pop
sample154.wav,rock
sample155.wav,reggae
sample156.wav,pop
sample157.wav,metal
sample158.wav,blues
sample159.wav,jazz
sample160.wav,country
sample161.wav,metal
sample162.wav,rock
sample163.wav,reggae
sample164.wav,metal
sample165.wav,metal
sample166.wav,pop
sample167.wav,disco
sample168.wav,hiphop
sample169.wav,pop
sample170.wav,pop
sample171.wav,blues
sample172.wav,country
sample173.wav,metal
sample174.wav,hiphop
sample175.wav,pop
sample176.wav,pop
sample177.wav,rock
sample178.wav,metal
sample179.wav,metal
sample180.wav,blues
sample181.wav,rock
sample182.wav,classical
sample183.wav,classical
sample184.wav,reggae
sample185.wav,disco
sample186.wav,classical
sample187.wav,rock
sample188.wav,pop
sample189.wav,jazz
sample190.wav,pop
sample191.wav,classical
sample192.wav,metal
sample193.wav,jazz
sample194.wav,metal
sample195.wav,blues
sample196.wav,reggae
sample197.wav,blues
sample198.wav,reggae
sample199.wav,hiphop
sample200.wav,country
sample201.wav,hiphop
sample202.wav,country
sample203.wav,rock
sample204.wav,hiphop
sample205.wav,country
sample206.wav,metal
sample207.wav,disco
sample208.wav,pop
sample209.wav,rock
sample210.wav,hiphop
sample211.wav,pop
sample212.wav,rock
sample213.wav,pop
sample214.wav,classical
sample215.wav,pop
sample216.wav,rock
sample217.wav,country
sample218.wav,country
sample219.wav,pop
sample220.wav,disco
sample221.wav,pop
sample222.wav,country
sample223.wav,jazz
sample224.wav,jazz
sample225.wav,hiphop
sample226.wav,rock
sample227.wav,metal
sample228.wav,reggae
sample229.wav,reggae
sample230.wav,reggae
sample231.wav,reggae
sample232.wav,rock
sample233.wav,hiphop
sample234.wav,classical
sample235.wav,metal
sample236.wav,pop
sample237.wav,metal
sample238.wav,jazz
sample239.wav,blues
sample240.wav,jazz
sample241.wav,pop
sample242.wav,classical
sample243.wav,pop
sample244.wav,disco
sample245.wav,metal
sample246.wav,jazz
sample247.wav,country
sample248.wav,jazz
sample249.wav,reggae
sample250.wav,reggae
sample251.wav,pop
sample252.wav,pop
sample253.wav,disco
sample254.wav,pop
sample255.wav,hiphop
sample256.wav,country
sample257.wav,country
sample258.wav,pop
sample259.wav,pop
sample260.wav,pop
sample261.wav,reggae
sample262.wav,hiphop
sample263.wav,hiphop
sample264.wav,classical
sample265.wav,jazz
sample266.wav,reggae
sample267.wav,pop
sample268.wav,country
sample269.wav,pop
sample270.wav,country
sample271.wav,country
sample272.wav,classical
sample273.wav,country
sample274.wav,reggae
sample275.wav,metal
sample276.wav,country
sample277.wav,classical
sample278.wav,metal
sample279.wav,jazz
sample280.wav,disco
sample281.wav,classical
sample282.wav,pop
sample283.wav,country
sample284.wav,classical
sample285.wav,country
sample286.wav,pop
sample287.wav,rock
sample288.wav,metal
sample289.wav,reggae
sample290.wav,country
sample291.wav,classical
sample292.wav,blues
